track_id,name,artist_id,artist_name,genre,duration_ms,popularity,release_year,tempo,energy,danceability,acousticness,valence,instrumentalness,loudness,speechiness
T000659,First Soul,A00110,Crystal Beat,Latin,153683,93,2008,147.1,0.0744,0.255,0.3818,0.9037,0.4001,-36.67,0.2542
T000660,Quiet Road,A00217,MC Sound,Country,173415,9,2017,148.1,0.2694,0.6331,0.6456,0.7144,0.5636,-14.09,0.5114
T000661,New Love,A00083,MC Melody,Jazz,202931,100,2004,120.7,0.0259,0.6036,0.0775,0.1246,0.11,-18.07,0.066
T000662,Red Soul,A00327,Neon Sound,Reggae,323966,34,2010,80.5,0.7981,0.2736,0.0979,0.9795,0.2222,-1.93,0.7827
T000663,Dark Rain,A00063,Golden Storm,Metal,349510,39,2023,142.4,0.8068,0.0955,0.3489,0.5722,0.282,-29.16,0.0991
T000664,Dark Soul,A00024,Neon Bass,Latin,222121,23,2024,108.3,0.7413,0.968,0.5317,0.5946,0.8496,-20.93,0.1276
T000665,Wild Rain,A00004,Solar Flow,Hip-Hop,160761,84,2022,77.7,0.3788,0.7354,0.0529,0.7254,0.9745,-11.7,0.2491
T000666,New Star,A00311,The Pulse,Jazz,167999,56,2014,198.1,0.7985,0.5022,0.2758,0.4278,0.9417,-4.74,0.814
T000667,Wild Love,A00156,Silver Storm,Pop,200127,52,2002,167.9,0.8452,0.6347,0.0767,0.24,0.0936,-16.99,0.0846
T000668,Last Life,A00146,MC Sound,Electronic,331903,1,2015,194.7,0.424,0.5087,0.7308,0.4797,0.515,-0.08,0.8881
T000669,Red Mind,A00357,Electric Sound,Indie,281555,24,2000,187.5,0.7459,0.7142,0.7026,0.7497,0.2442,-10.44,0.9509
T000670,High Rain,A00421,Golden Vibe,Reggae,279696,5,2021,145.0,0.9646,0.6745,0.8819,0.5235,0.2251,-37.0,0.8394
T000671,Found Night,A00263,Silver Melody,Classical,249894,48,2013,83.9,0.9697,0.338,0.6791,0.8317,0.8508,-5.69,0.2901
T000672,Lost Heart,A00247,Lil Flow,Metal,120585,94,2006,148.4,0.3936,0.9231,0.9291,0.9591,0.5155,-4.26,0.9354
T000673,First Love,A00456,Dark Bass,Blues,135072,45,2015,60.8,0.4604,0.2984,0.1072,0.3497,0.7224,-23.92,0.0089
T000674,Old Dream,A00220,Cosmic Storm,Country,258699,65,2002,185.8,0.4107,0.9131,0.0069,0.7694,0.2501,-21.17,0.3743
T000675,New Life,A00186,Cosmic Echo,Country,260621,34,2005,75.2,0.4386,0.8394,0.1618,0.3537,0.434,-25.63,0.8705
T000676,Red Dream,A00101,Solar Wave,Soul,130552,17,2009,115.2,0.7439,0.901,0.1603,0.199,0.4793,-13.39,0.2658
T000677,Old Rain,A00215,MC Vibe,Rock,329668,87,2015,160.0,0.3249,0.7644,0.8818,0.5019,0.9236,-6.28,0.3888
T000678,Red Time,A00056,DJ Bass,Hip-Hop,153062,19,2000,108.2,0.0136,0.6844,0.052,0.8298,0.4297,-16.12,0.008
T000679,Lost Heart,A00245,Silver Harmony,Reggae,141656,97,2015,120.1,0.6176,0.7292,0.1869,0.2811,0.115,-29.46,0.701
T000680,Deep Mind,A00341,Crystal Groove,Hip-Hop,244228,90,2006,169.6,0.1031,0.7305,0.6111,0.1887,0.8549,-14.84,0.1487
T000681,Dark Mind,A00061,Cosmic Vibe,Classical,191791,24,2001,190.1,0.4263,0.6165,0.0909,0.051,0.4073,-27.74,0.6333
T000682,Bright Soul,A00118,Electric Echo,Country,245618,7,2013,131.4,0.6439,0.3043,0.2692,0.2806,0.351,-23.28,0.3198
T000683,Dark Night,A00024,Neon Bass,Latin,133665,84,2000,164.3,0.212,0.4721,0.9085,0.1008,0.1848,-2.07,0.3636
T000684,Red Day,A00155,Electric Groove,Folk,123581,87,2021,137.2,0.862,0.3312,0.7413,0.3614,0.7788,-18.85,0.3716
T000685,Lost Dream,A00332,Crystal Beat,Country,220676,11,2018,184.2,0.1305,0.7426,0.1204,0.5866,0.9122,-13.83,0.1904
T000686,Old Life,A00360,The Echo,Jazz,139629,69,2003,146.7,0.3015,0.4742,0.761,0.5336,0.1537,-34.89,0.4182
T000687,Lost Life,A00364,Solar Vibe,Classical,343723,71,2024,196.5,0.8949,0.4485,0.7173,0.9108,0.0677,-23.24,0.9313
T000688,Loud Night,A00257,Golden Melody,Country,277064,35,2005,157.5,0.1289,0.0454,0.5662,0.7944,0.6938,-10.37,0.3975
T000689,Last Love,A00350,Silver Flow,Blues,139657,21,2016,121.3,0.5093,0.5625,0.3902,0.6072,0.2069,-39.86,0.5719
T000690,Quiet Night,A00303,Young Bass,Jazz,239391,64,2016,159.1,0.5251,0.3034,0.2203,0.7083,0.5522,-33.16,0.0456
T000691,Lost Night,A00121,MC Rhythm,Blues,158833,35,2020,189.8,0.2704,0.7906,0.6424,0.249,0.8234,-18.62,0.0014
T000692,Wild Sun,A00177,Midnight Vibe,Pop,205081,10,2011,192.5,0.884,0.264,0.1336,0.8983,0.2949,-0.59,0.626
T000693,Deep Soul,A00005,Neon Beat,Pop,311490,35,2007,84.7,0.9716,0.5374,0.9788,0.7782,0.7805,-35.74,0.7458
T000694,Wild Heart,A00195,Young Harmony,Blues,286279,77,2020,137.1,0.8168,0.2206,0.2688,0.5817,0.8077,-9.88,0.1556
T000695,Quiet Star,A00118,Electric Echo,Country,216636,18,2013,186.3,0.0937,0.1815,0.185,0.8624,0.1889,-20.38,0.7295
T000696,Lost Night,A00331,Solar Vibe,Indie,162708,22,2009,174.4,0.6874,0.1878,0.1435,0.4264,0.455,-14.2,0.4025
T000697,Last Road,A00370,Electric Rhythm,Blues,316724,1,2023,144.5,0.3779,0.0207,0.8266,0.7634,0.6445,-38.25,0.2483
T000698,Lost Road,A00042,DJ Pulse,Soul,277191,1,2020,170.9,0.0094,0.7917,0.5424,0.8183,0.8527,-36.6,0.1392
T000699,First Life,A00388,Big Groove,Rock,333769,20,2014,103.0,0.4789,0.2438,0.5435,0.2675,0.5436,-39.15,0.0445
T000700,Lost Day,A00278,Electric Tone,Electronic,352379,53,2016,79.9,0.9122,0.024,0.4271,0.1474,0.6554,-30.96,0.879
T000701,Wild Life,A00196,Young Beat,Pop,335688,14,2022,128.9,0.9908,0.2245,0.9565,0.2818,0.0763,-26.65,0.3605
T000702,High Day,A00473,Cosmic Wave,Classical,278467,19,2001,84.9,0.5305,0.5996,0.6794,0.1502,0.6673,-27.94,0.8176
T000703,High Day,A00178,DJ Groove,Blues,250875,84,2008,111.7,0.2654,0.907,0.7987,0.7889,0.8617,-0.88,0.7778
T000704,Found Road,A00075,Silver Echo,Classical,237098,92,2012,171.6,0.9763,0.8146,0.1132,0.4275,0.7267,-34.21,0.3231
T000705,Dark Time,A00065,Lil Harmony,Metal,212434,40,2012,129.2,0.4813,0.9728,0.6017,0.6366,0.1382,-2.24,0.9216
T000706,New Rain,A00196,Young Beat,Pop,261229,68,2015,129.0,0.5362,0.2301,0.0836,0.7149,0.5269,-8.94,0.8113
T000707,Quiet Day,A00112,Midnight Melody,Pop,214819,0,2007,88.5,0.8506,0.3624,0.4739,0.1336,0.1102,-3.55,0.3609
T000708,Deep Time,A00434,MC Rhythm,Reggae,197253,58,2004,80.2,0.8533,0.9718,0.913,0.2425,0.8278,-37.77,0.1378
T000709,Quiet Star,A00492,Young Rhythm,Classical,218949,93,2004,63.7,0.9649,0.3717,0.7014,0.6627,0.0738,-6.5,0.8705
T000710,Dark Soul,A00015,Lil Echo,Electronic,140707,31,2004,70.8,0.5692,0.8137,0.1497,0.1824,0.7436,-10.08,0.6986
T000711,Old Mind,A00153,Lil Beat,Rock,208430,56,2023,169.4,0.6952,0.2868,0.1559,0.8812,0.0321,-9.95,0.5033
T000712,New Love,A00005,Neon Beat,Pop,298232,58,2013,137.6,0.8295,0.9192,0.5019,0.7094,0.4237,-33.73,0.9731
T000713,New Road,A00267,Electric Tone,Classical,175538,51,2023,146.7,0.2189,0.1837,0.746,0.5593,0.8417,-7.34,0.4684
T000714,Wild Moon,A00160,Young Groove,Folk,336859,48,2012,83.1,0.8033,0.6466,0.1947,0.1084,0.0778,-15.87,0.8466
T000715,Bright Heart,A00014,Golden Beat,Latin,261968,13,2005,69.1,0.5971,0.7565,0.3091,0.5517,0.6384,-38.71,0.2692
T000716,First Night,A00291,DJ Bass,Folk,327152,61,2018,66.4,0.3146,0.9435,0.0085,0.3566,0.2824,-24.07,0.1949
T000717,New Star,A00384,Electric Vibe,Reggae,153952,89,2011,154.5,0.3313,0.8965,0.5036,0.5022,0.7751,-39.05,0.7961
T000718,First Love,A00244,Big Flow,Jazz,196053,20,2001,81.2,0.4631,0.8852,0.0933,0.7185,0.8844,-7.7,0.6542
T000719,Quiet Road,A00393,Crystal Bass,Blues,255345,93,2016,145.2,0.5233,0.7686,0.4475,0.1312,0.2908,-15.06,0.9401
T000720,High Star,A00020,DJ Melody,Jazz,299011,49,2024,93.5,0.997,0.6069,0.958,0.5669,0.9944,-36.1,0.0149
T000721,Deep Heart,A00392,Lil Melody,Rock,347418,100,2017,185.3,0.4989,0.4548,0.1697,0.2956,0.0682,-16.94,0.3534
T000722,Dark Star,A00036,Young Flow,Reggae,240780,33,2024,198.1,0.9785,0.7631,0.442,0.9242,0.9398,-1.13,0.4883
T000723,Deep Heart,A00186,Cosmic Echo,Country,227225,79,2012,188.4,0.129,0.3667,0.8448,0.952,0.3737,-12.71,0.5059
T000724,High Life,A00134,Cosmic Tone,Reggae,131187,79,2021,196.8,0.0571,0.7906,0.6997,0.5608,0.1546,-35.79,0.3758
T000725,New Love,A00291,DJ Bass,Folk,178471,49,2002,182.4,0.6692,0.3489,0.4685,0.5351,0.8183,-35.64,0.1803
T000726,High Life,A00055,Electric Storm,Blues,321383,55,2012,87.9,0.3287,0.3173,0.9964,0.4863,0.7023,-20.95,0.2784
T000727,Last Road,A00019,Neon Vibe,Blues,158145,81,2015,89.9,0.5682,0.9878,0.7742,0.0624,0.8085,-8.42,0.9786
T000728,Blue Dream,A00109,Big Storm,Hip-Hop,318866,87,2000,119.2,0.2521,0.1761,0.1417,0.2739,0.0817,-5.05,0.4514
T000729,Last Dream,A00214,Cosmic Groove,Pop,354113,33,2021,85.8,0.0537,0.895,0.4285,0.9634,0.2969,-32.06,0.9419
T000730,Old Rain,A00246,Young Tone,Hip-Hop,325483,20,2022,195.2,0.4368,0.9126,0.5703,0.823,0.5609,-4.25,0.1986
T000731,Wild Sun,A00370,Electric Rhythm,Blues,157910,41,2019,153.0,0.8235,0.7344,0.8252,0.7331,0.0142,-4.14,0.9338
T000732,Deep Soul,A00255,Electric Beat,Folk,327622,86,2003,116.9,0.5207,0.0037,0.4506,0.8325,0.1257,-22.03,0.9695
T000733,Blue Dream,A00049,Young Vibe,Rock,169193,53,2023,157.5,0.7744,0.6009,0.2161,0.2098,0.1912,-12.81,0.9551
T000734,Deep Soul,A00189,DJ Groove,Electronic,199152,39,2000,130.3,0.8678,0.6993,0.6489,0.456,0.4104,-25.91,0.5425
T000735,Loud Soul,A00267,Electric Tone,Classical,166088,58,2003,120.0,0.1769,0.5949,0.5428,0.3816,0.8451,-12.46,0.4375
T000736,Quiet Sun,A00145,Midnight Pulse,Country,142969,13,2003,72.5,0.0164,0.9325,0.1037,0.7499,0.6238,-18.21,0.6335
T000737,First Time,A00257,Golden Melody,Country,295036,37,2001,179.2,0.2119,0.7769,0.5516,0.1145,0.8563,-1.98,0.3506
T000738,High Fire,A00406,Neon Sound,Blues,358025,82,2013,158.5,0.7412,0.0076,0.3746,0.2239,0.2836,-4.82,0.2645
T000739,High Time,A00429,Lil Bass,Rock,296501,30,2013,60.6,0.9091,0.0327,0.0262,0.7905,0.8408,-19.24,0.7412
T000740,Found Road,A00162,Lil Echo,Jazz,232727,30,2018,137.8,0.3914,0.6163,0.3933,0.0516,0.9319,-22.84,0.9394
T000741,Quiet Road,A00199,Dark Harmony,Metal,357023,40,2012,132.4,0.4374,0.0996,0.8012,0.5043,0.6314,-8.63,0.843
T000742,High Heart,A00321,Big Bass,Pop,161694,41,2017,88.5,0.0933,0.4374,0.6289,0.5933,0.0278,-11.7,0.9206
T000743,First Mind,A00040,Big Tone,Latin,314599,93,2000,78.3,0.4537,0.6315,0.3581,0.2397,0.8979,-28.12,0.5354
T000744,Quiet Time,A00125,MC Harmony,Soul,321953,33,2012,152.3,0.275,0.935,0.6274,0.6384,0.5794,-35.86,0.4591
T000745,Red Day,A00305,Cosmic Wave,Folk,194045,33,2004,185.2,0.0928,0.4942,0.3614,0.8383,0.3908,-20.36,0.022
T000746,Old Moon,A00037,Big Echo,Jazz,175127,87,2002,118.8,0.8897,0.6336,0.4509,0.1611,0.2988,-3.85,0.6597
T000747,First Love,A00323,Young Rhythm,Metal,150725,43,2001,199.1,0.4839,0.614,0.5465,0.1584,0.7417,-2.94,0.1928
T000748,Last Night,A00015,Lil Echo,Electronic,254150,97,2016,81.3,0.8669,0.1148,0.217,0.3275,0.2198,-10.89,0.9398
T000749,Lost Fire,A00137,Neon Melody,Classical,144109,44,2006,159.1,0.6519,0.467,0.809,0.4361,0.9463,-3.11,0.2501
T000750,Wild Love,A00101,Solar Wave,Soul,193684,50,2022,74.4,0.7932,0.5876,0.1657,0.2058,0.7221,-22.66,0.4462
T000751,Quiet Heart,A00305,Cosmic Wave,Folk,283292,13,2010,145.0,0.4293,0.5671,0.374,0.6327,0.0643,-33.31,0.0338
T000752,Lost Sun,A00261,Silver Storm,Blues,196932,77,2013,175.7,0.6451,0.9651,0.3523,0.0299,0.1799,-27.09,0.7909
T000753,Bright Day,A00183,MC Melody,Folk,292216,47,2006,112.1,0.7795,0.1223,0.3186,0.0109,0.3289,-21.38,0.7952
T000754,Bright Rain,A00460,Dark Bass,Classical,221080,36,2002,144.3,0.5273,0.1029,0.278,0.6079,0.8834,-5.6,0.0748
T000755,Wild Mind,A00457,Cosmic Wave,Jazz,318233,55,2021,104.5,0.3201,0.1971,0.8027,0.4987,0.9903,-23.15,0.1241
T000756,First Soul,A00087,Cosmic Echo,R&B,220363,30,2018,140.7,0.285,0.6437,0.8561,0.988,0.9116,-28.63,0.8416
T000757,Blue Life,A00206,Electric Groove,R&B,258284,5,2017,107.2,0.0163,0.4699,0.8299,0.4151,0.301,-27.31,0.3458
T000758,Last Time,A00040,Big Tone,Latin,249451,78,2010,66.6,0.2984,0.984,0.4933,0.6411,0.9105,-6.28,0.9377
T000759,Blue Dream,A00052,Neon Beat,Folk,336388,1,2001,79.4,0.9935,0.8614,0.7243,0.2263,0.088,-11.04,0.8123
T000760,High Rain,A00417,MC Echo,Pop,300418,6,2000,96.4,0.7849,0.1108,0.9471,0.075,0.3293,-15.49,0.8125
T000761,Quiet Road,A00138,DJ Melody,Latin,272948,58,2004,76.8,0.3193,0.148,0.5841,0.8502,0.8955,-14.52,0.6682
T000762,Last Dream,A00267,Electric Tone,Classical,245285,84,2018,128.6,0.2805,0.7726,0.4827,0.0918,0.7662,-11.54,0.353
T000763,Deep Dream,A00427,MC Flow,Electronic,289642,94,2021,179.8,0.695,0.0751,0.4946,0.2125,0.6705,-21.27,0.3851
T000764,Red Soul,A00249,MC Bass,Blues,333384,75,2006,166.6,0.5139,0.3134,0.9444,0.7085,0.6553,-6.09,0.1057
T000765,Bright Life,A00066,The Storm,R&B,221076,57,2011,181.5,0.5135,0.78,0.188,0.2778,0.1642,-27.71,0.8698
T000766,Red Road,A00331,Solar Vibe,Indie,349689,13,2014,164.3,0.2406,0.8941,0.187,0.0286,0.6619,-21.89,0.2656
T000767,Last Day,A00474,Dark Storm,Electronic,233108,27,2011,81.1,0.5022,0.5079,0.0532,0.2726,0.0978,-14.06,0.732
T000768,Bright Heart,A00216,Neon Vibe,Pop,225563,22,2006,143.2,0.5296,0.4936,0.4336,0.6812,0.6463,-1.64,0.2196
T000769,High Night,A00027,Big Harmony,R&B,189777,30,2018,69.2,0.101,0.2265,0.6202,0.7158,0.3919,-35.95,0.7339
T000770,Quiet Heart,A00450,Midnight Rhythm,Hip-Hop,173924,21,2015,170.0,0.3476,0.288,0.5963,0.7339,0.0942,-19.87,0.7005
T000771,Quiet Heart,A00244,Big Flow,Jazz,182552,21,2022,104.1,0.0695,0.1873,0.8999,0.1418,0.0127,-21.02,0.3341
T000772,Lost Life,A00090,Cosmic Harmony,Reggae,164754,86,2002,166.4,0.0097,0.3521,0.4738,0.001,0.8732,-21.1,0.0452
T000773,First Moon,A00008,DJ Flow,Electronic,338984,29,2009,133.5,0.1673,0.1466,0.0939,0.3046,0.7362,-21.9,0.7348
T000774,Lost Moon,A00279,Lil Rhythm,Hip-Hop,186463,46,2015,124.2,0.8277,0.3011,0.3337,0.5178,0.6639,-5.39,0.8437
T000775,Red Heart,A00247,Lil Flow,Metal,256133,93,2021,149.6,0.1479,0.4103,0.2203,0.9941,0.3572,-38.76,0.5776
T000776,New Soul,A00356,Electric Pulse,Blues,315130,11,2006,87.1,0.9548,0.6387,0.9655,0.8771,0.6788,-4.03,0.4493
T000777,High Rain,A00490,Midnight Sound,Indie,189549,86,2005,108.8,0.3312,0.5891,0.9453,0.2762,0.1906,-16.82,0.7018
T000778,First Day,A00427,MC Flow,Electronic,328491,58,2013,139.3,0.7925,0.347,0.1102,0.0083,0.9272,-34.11,0.6809
T000779,Lost Sun,A00267,Electric Tone,Classical,294147,20,2017,102.5,0.2883,0.7998,0.0156,0.041,0.283,-16.28,0.0532
T000780,Blue Mind,A00156,Silver Storm,Pop,293081,0,2011,67.0,0.1377,0.8787,0.7853,0.502,0.9585,-17.57,0.9537
T000781,Lost Road,A00365,DJ Flow,Electronic,171570,55,2023,141.9,0.0807,0.2189,0.4732,0.3546,0.8117,-14.52,0.4226
T000782,High Day,A00495,Dark Rhythm,Folk,199173,76,2008,103.5,0.5639,0.6789,0.3225,0.5782,0.6833,-32.02,0.1357
T000783,Bright Heart,A00283,Young Echo,Electronic,142438,38,2009,139.3,0.6283,0.5458,0.376,0.8759,0.4369,-34.46,0.4419
T000784,Last Life,A00160,Young Groove,Folk,306803,45,2021,125.6,0.4277,0.4205,0.4103,0.0277,0.5589,-1.7,0.4209
T000785,Dark Sun,A00386,Neon Vibe,Hip-Hop,326210,31,2009,141.2,0.3731,0.6209,0.8999,0.8778,0.0535,-6.2,0.1259
T000786,Blue Fire,A00343,DJ Bass,Country,349352,66,2024,124.4,0.0543,0.0547,0.8299,0.6499,0.3335,-36.1,0.2906
T000787,Quiet Soul,A00246,Young Tone,Hip-Hop,151835,94,2001,141.8,0.5108,0.717,0.7016,0.5163,0.562,-1.31,0.1364
T000788,Wild Moon,A00458,MC Groove,R&B,198877,80,2004,103.5,0.9892,0.0065,0.485,0.6878,0.1147,-40.0,0.6038
T000789,Last Day,A00061,Cosmic Vibe,Classical,173554,13,2007,126.3,0.8327,0.4438,0.0557,0.1218,0.4046,-0.69,0.8203
T000790,Deep Rain,A00430,MC Wave,Rock,335400,78,2008,155.4,0.8593,0.6172,0.4324,0.6362,0.1848,-7.26,0.6575
T000791,Last Star,A00087,Cosmic Echo,R&B,263309,25,2022,126.7,0.29,0.6675,0.9591,0.493,0.6677,-24.35,0.6977
T000792,Old Mind,A00054,Big Echo,Classical,158840,3,2013,99.7,0.1201,0.3894,0.5805,0.0341,0.6504,-13.71,0.4445
T000793,High Soul,A00464,Cosmic Groove,Indie,242659,92,2004,124.2,0.0091,0.1583,0.5006,0.861,0.2108,-3.9,0.5251
T000794,Red Road,A00262,Dark Pulse,Rock,159689,45,2020,151.8,0.5631,0.4595,0.8587,0.14,0.785,-13.66,0.9235
T000795,High Love,A00034,Solar Tone,Metal,246810,48,2020,194.8,0.6058,0.1804,0.7085,0.507,0.6589,-29.63,0.6978
T000796,First Soul,A00301,The Tone,Metal,281867,51,2018,69.5,0.0295,0.7329,0.2317,0.6653,0.4994,-12.83,0.3237
T000797,Loud Time,A00118,Electric Echo,Country,328563,30,2023,74.8,0.8808,0.7282,0.3841,0.9733,0.9224,-37.52,0.2505
T000798,Deep Star,A00019,Neon Vibe,Blues,235744,97,2002,112.4,0.6313,0.0295,0.1741,0.1077,0.4495,-34.67,0.6374
T000799,Bright Dream,A00284,Dark Melody,Rock,248739,56,2008,155.0,0.2255,0.7422,0.4341,0.5285,0.79,-36.56,0.0242
T000800,Wild Day,A00491,Crystal Rhythm,Soul,128713,17,2006,185.1,0.3596,0.408,0.5466,0.072,0.1853,-10.8,0.911
T000801,Last Fire,A00328,Golden Storm,Blues,338209,26,2006,139.9,0.4737,0.3521,0.6185,0.5587,0.1379,-37.31,0.4275
T000802,Deep Day,A00192,Cosmic Bass,Country,140484,16,2018,169.5,0.2982,0.1179,0.2306,0.6015,0.3309,-31.04,0.9406
T000803,Deep Heart,A00472,Golden Echo,R&B,304358,45,2012,69.5,0.8715,0.9681,0.0748,0.5754,0.8532,-2.73,0.5
T000804,First Night,A00204,Midnight Rhythm,Electronic,302850,14,2017,141.6,0.9369,0.9849,0.6532,0.0323,0.4214,-31.98,0.888
T000805,Dark Dream,A00030,Lil Rhythm,Metal,334109,93,2017,106.1,0.7573,0.9123,0.0623,0.4936,0.8057,-17.45,0.61
T000806,Loud Time,A00427,MC Flow,Electronic,210661,9,2001,193.0,0.5981,0.6124,0.0806,0.5514,0.9466,-29.18,0.0417
T000807,Old Rain,A00018,The Bass,Latin,290481,44,2007,120.4,0.3034,0.8498,0.9715,0.0214,0.0554,-9.06,0.8114
T000808,First Love,A00273,Solar Echo,Reggae,298766,87,2012,163.3,0.5525,0.0521,0.7657,0.6954,0.4297,-22.93,0.1378
T000809,Red Life,A00224,Solar Harmony,Classical,356860,47,2019,109.3,0.3431,0.9181,0.2382,0.092,0.01,-23.48,0.7526
T000810,Loud Rain,A00413,MC Harmony,Electronic,132000,1,2018,182.3,0.2499,0.0569,0.0567,0.4386,0.2826,-27.43,0.6024
T000811,Bright Heart,A00455,Electric Vibe,Metal,278891,50,2004,127.0,0.1224,0.0768,0.2502,0.5436,0.4949,-10.59,0.357
T000812,Deep Dream,A00468,Young Vibe,Jazz,306943,38,2014,191.8,0.7802,0.2927,0.6536,0.5268,0.2675,-12.09,0.5034
T000813,Found Life,A00027,Big Harmony,R&B,304943,79,2013,128.1,0.0784,0.912,0.8414,0.521,0.3049,-17.88,0.1227
T000814,Deep Time,A00371,DJ Storm,R&B,129402,30,2004,157.8,0.6499,0.4538,0.1142,0.4989,0.0338,-28.88,0.3842
T000815,Red Night,A00423,Crystal Pulse,Folk,344021,78,2008,113.8,0.0188,0.3826,0.444,0.2244,0.3793,-13.6,0.5325
T000816,Lost Night,A00338,Silver Storm,Blues,320014,44,2017,191.2,0.9101,0.7545,0.3362,0.8282,0.2625,-9.87,0.2165
T000817,Found Star,A00014,Golden Beat,Latin,233790,54,2019,169.6,0.9286,0.7524,0.8074,0.5533,0.9525,-2.7,0.2874
T000818,Last Fire,A00480,Midnight Rhythm,Jazz,270104,92,2013,139.6,0.5189,0.1625,0.3813,0.7456,0.9247,-34.73,0.0152
T000819,Wild Heart,A00409,Solar Rhythm,R&B,185518,98,2002,136.0,0.3375,0.3946,0.6155,0.3617,0.6592,-8.7,0.8103
T000820,Blue Day,A00311,The Pulse,Jazz,269013,84,2009,104.9,0.2645,0.1788,0.4627,0.4399,0.4664,-1.36,0.4802
T000821,Last Dream,A00432,Golden Bass,Indie,135357,74,2013,191.4,0.2764,0.6103,0.314,0.064,0.1798,-9.36,0.2761
T000822,Old Road,A00444,Crystal Bass,R&B,285239,22,2007,80.6,0.6179,0.0496,0.1144,0.0385,0.6844,-5.58,0.5799
T000823,Last Star,A00021,Cosmic Storm,Folk,135941,91,2007,198.9,0.9753,0.0161,0.8449,0.8494,0.5404,-38.21,0.2347
T000824,Red Rain,A00055,Electric Storm,Blues,149670,65,2014,70.8,0.204,0.5704,0.8291,0.681,0.0714,-22.94,0.2831
T000825,Found Sun,A00012,Silver Bass,Pop,207814,52,2011,185.6,0.3747,0.9425,0.2941,0.0312,0.3683,-28.37,0.1501
T000826,Blue Day,A00302,Silver Beat,Reggae,175438,40,2019,131.5,0.7809,0.5082,0.5815,0.3441,0.2149,-6.77,0.0326
T000827,Dark Mind,A00371,DJ Storm,R&B,290187,10,2024,193.7,0.9586,0.9923,0.5654,0.9978,0.6303,-10.64,0.539
T000828,Deep Life,A00062,Midnight Wave,Metal,329244,6,2016,145.0,0.6592,0.5203,0.3169,0.195,0.5752,-3.56,0.3287
T000829,Loud Soul,A00409,Solar Rhythm,R&B,239490,40,2007,164.7,0.1154,0.241,0.7328,0.8802,0.3619,-25.92,0.5056
T000830,Found Moon,A00468,Young Vibe,Jazz,278654,29,2015,122.9,0.4189,0.5693,0.8268,0.1253,0.5376,-8.94,0.4076
T000831,Wild Road,A00299,Big Vibe,Country,188230,36,2019,107.8,0.118,0.4085,0.505,0.1484,0.4942,-4.74,0.1981
T000832,High Fire,A00092,Lil Beat,Metal,163718,15,2000,118.6,0.7655,0.7114,0.4699,0.101,0.8695,-6.65,0.0239
T000833,Red Road,A00085,Cosmic Harmony,Rock,347247,67,2016,188.6,0.9043,0.3544,0.4023,0.5569,0.712,-35.24,0.8974
T000834,Found Sun,A00459,The Storm,Blues,281645,13,2019,199.2,0.0452,0.7387,0.355,0.4489,0.4089,-22.01,0.8348
T000835,Loud Fire,A00148,Neon Storm,Country,155286,93,2022,85.7,0.766,0.9163,0.9366,0.0838,0.8956,-16.26,0.3699
T000836,Old Mind,A00332,Crystal Beat,Country,234972,22,2010,131.2,0.5881,0.9448,0.0969,0.2973,0.3411,-17.43,0.8973
T000837,Last Love,A00296,Cosmic Melody,Reggae,194778,41,2013,113.8,0.7573,0.9535,0.0419,0.9451,0.8824,-10.76,0.4305
T000838,First Life,A00142,DJ Flow,Hip-Hop,202409,12,2019,108.6,0.1656,0.2878,0.4866,0.2236,0.1693,-2.43,0.2594
T000839,Loud Day,A00310,DJ Vibe,Country,294701,35,2007,79.7,0.2068,0.8388,0.7549,0.0274,0.9025,-1.61,0.5398
T000840,Bright Night,A00409,Solar Rhythm,R&B,338236,3,2015,111.7,0.2818,0.9479,0.4265,0.4448,0.1262,-21.85,0.918
T000841,Quiet Life,A00366,MC Pulse,Reggae,236498,55,2003,129.1,0.0869,0.1368,0.2785,0.6687,0.9684,-7.85,0.7443
T000842,Quiet Day,A00113,Crystal Tone,Metal,161085,64,2010,106.9,0.4535,0.7355,0.6721,0.0741,0.6879,-4.31,0.0384
T000843,High Star,A00051,Cosmic Vibe,Reggae,203237,24,2016,177.8,0.6611,0.8776,0.0356,0.6345,0.008,-34.53,0.3762
T000844,Bright Moon,A00482,Young Beat,Electronic,189543,60,2006,81.2,0.8139,0.7336,0.2826,0.1986,0.8759,-1.97,0.8572
T000845,Bright Night,A00383,Big Pulse,Reggae,137632,62,2013,138.1,0.2085,0.1781,0.4182,0.2631,0.3803,-16.64,0.6377
T000846,Last Moon,A00247,Lil Flow,Metal,350133,38,2005,177.7,0.875,0.668,0.4902,0.63,0.5978,-18.26,0.2954
T000847,Red Life,A00112,Midnight Melody,Pop,320261,36,2024,118.7,0.4472,0.2474,0.4249,0.1762,0.9563,-13.58,0.3476
T000848,Quiet Road,A00203,Dark Bass,Pop,351255,61,2024,177.6,0.864,0.6011,0.6872,0.029,0.2679,-31.4,0.851
T000849,Blue Rain,A00209,Crystal Pulse,Country,204722,33,2024,154.5,0.4112,0.809,0.4252,0.2607,0.0546,-20.58,0.2189
T000850,Deep Night,A00325,Electric Melody,R&B,237345,52,2009,91.0,0.8756,0.536,0.7796,0.1103,0.9683,-15.57,0.1292
T000851,Blue Star,A00276,Midnight Tone,R&B,330347,48,2000,72.6,0.7047,0.9122,0.7668,0.5529,0.6549,-19.25,0.3621
